trial,latency_us,light
1,28630,71
2,24294,70
3,24534,51
4,28556,81
5,28382,56
6,21067,131
7,23528,211
8,21476,239
9,26088,96
10,24180,114
11,21229,151
12,24704,67
13,26427,119
14,25146,92
15,22373,95
16,23786,244
17,29780,162
18,23616,132
19,24518,92
20,24238,211
21,21800,252
22,22024,88
23,23610,187
24,26513,144
25,26445,124
