trial,latency_us,light
1,23513,145
2,18585,170
3,21381,68
4,19069,95
5,18930,153
6,18530,117
7,21296,50
8,18700,105
9,19868,91
10,19558,214
11,19815,207
12,21675,81
13,22392,177
14,19384,225
15,19051,92
16,18343,133
17,20918,62
18,21512,144
19,17983,141
20,18390,114
21,19304,135
22,22474,58
23,19619,89
24,18476,74
25,21978,152
