trial,latency_us,light
1,21377,176
2,19533,99
3,22936,113
4,18122,267
5,20701,107
6,20902,79
7,23254,168
8,23397,163
9,21686,173
10,17852,242
11,20556,88
12,19933,112
13,23123,75
14,21334,163
15,18859,176
16,20020,72
17,18806,73
18,20064,103
19,19620,148
20,21268,238
21,19862,86
22,20102,120
23,22409,79
24,19970,130
25,22557,74
