trial,latency_us,light
1,23892,107
2,21855,120
3,22323,59
4,23117,273
5,20996,95
6,21252,159
7,18865,133
8,25398,157
9,23074,78
10,21654,102
11,21474,103
12,22740,266
13,24191,162
14,21672,67
15,22873,103
16,22398,100
17,25430,243
18,23166,143
19,20420,111
20,20151,108
21,22032,72
22,20056,112
23,19803,104
24,19258,237
25,19809,98
