trial,latency_us,light
1,21302,211
2,20103,71
3,17624,117
4,19529,99
5,19309,71
6,19886,69
7,21636,83
8,20561,98
9,21606,67
10,18915,84
11,21484,129
12,20014,241
13,19875,84
14,21260,95
15,22352,94
16,20755,112
17,22533,75
18,21493,123
19,19378,264
20,18434,113
21,18205,274
22,20563,256
23,22426,267
24,17291,69
25,22119,160
